rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,id
3189,Just Dance 2015,X360,2014,Misc,Ubisoft,0.41,0.16,0.0,0.06,0.63,e47a0a7f2317cbbe
3190,F1 2013,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63,a769271b56d79f00
3191,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,da1a82777ebcf9df
3192,Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63,5195bec195b5eaa3
3193,Sim Theme Park,PS,1999,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,1d7724ac9d039b6e
3194,FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,ef5eb83e1d2c094b
3195,Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,3dd05f5e1105a9db
3196,Monster Hunter 2,PS2,,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63,5dbc3182d367d2ec
3197,NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,ac6f3ac3872b3402
3198,Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.63,381206cec26144da
3199,Dogz,GBA,2004,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,a8a883b935b8e72d
3200,Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63,bbd0f35459c2d569
3201,Guitar Hero: Metallica,PS3,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.63,e9ce85bda86937dc
3202,Iron Man,PSP,2008,Action,Sega,0.46,0.09,0.0,0.09,0.63,bab247ca04b10dce
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,1dcdcf26e20708e0
3204,Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63,d8fd3c424c025b20
3205,A Bug's Life,N64,1998,Platform,Activision,0.49,0.13,0.0,0.01,0.63,0518fbb77a08f6e0
3206,Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,828a0cae7494d42d
3207,DJ Hero 2,Wii,2010,Misc,Activision,0.49,0.09,0.0,0.04,0.63,57b84c68bf565c3e
3208,Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0.0,0.05,0.63,b05a495a9ff952db
3209,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0.0,0.06,0.63,512e860de6bc8b3f
3210,Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0.58,0.0,0.0,0.05,0.63,ecfe1b984cd9cedf
3211,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,373d25514a0c692f
3212,Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.21,0.0,0.09,0.63,8fc7a7f5c212cb0f
3213,Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.54,0.05,0.0,0.04,0.63,782068ba22444df6
3214,God of War III,PS4,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63,e016380ee022dc73
3215,Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,0dcd9b0ae4b1e8aa
3216,Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,0.43,0.05,0.0,0.14,0.63,808ccd9cdf385888
3217,X-Man,2600,1982,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,e622e2183173fe68
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,8e8c3f9a9a895449
3219,Advance Wars: Days of Ruin,DS,,Strategy,Nintendo,0.44,0.13,0.0,0.06,0.63,6e69eb003fc0d051
3220,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,fa7b21ae6c44081e
3221,The Crew,XOne,2014,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.63,a8f19605f27b5919
3222,Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0.31,0.25,0.0,0.06,0.63,2d496ba08d0f93b0
3223,Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0.0,0.0,0.63,0.0,0.63,234cdedf48d6a55d
3224,Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.37,0.0,0.06,0.63,690ca92296b8970f
3225,Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,53a1b85c70a8ed4a
3226,FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,2e7c5f5f4ee6fecd
3227,Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63,9cfa595794096182
3228,Final Fantasy VII International,PS,1997,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,59df5195a6bdf6f5
3229,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.17,0.0,0.05,0.63,6c8bf9bdbdc06a3c
3230,Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,ef7664dd9d525a91
3231,NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,98563f2e2a89c1c7
3232,World of Zoo,Wii,2009,Simulation,THQ,0.41,0.16,0.0,0.05,0.63,d46b45723c1796c3
3233,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0.0,0.06,0.63,8c44c1bd927afc3d
3234,Wet,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63,b5cc644e27e5a2ec
3235,MySims Racing,DS,2009,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,3c313f249ac8490a
3236,Buzz Lightyear of Star Command,PS,2000,Platform,Activision,0.35,0.24,0.0,0.04,0.63,c220b6a883fd4a0b
3237,Namco Museum,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,f1aabcf1ec747bd6
3238,Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,cd6a64a9946e9a5e
3239,Virtua Cop,SAT,1995,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,9f7ba4351a9da183
3240,Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,38d1c40ff8086c7b
3241,Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0.4,0.2,0.0,0.03,0.62,1758dc766446db38
3242,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,2ba9e0839a1a879a
3243,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,6c2ae27c0fceadb6
3244,Vanquish,PS3,2010,Shooter,Sega,0.21,0.22,0.11,0.09,0.62,fed6933bf67bcaee
3245,Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,fced7981843fa541
3246,NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,97463dad15bc2958
3247,Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62,6799de4b8eaf7b72
3248,Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,3d772c96a96d3abd
3249,Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,4b029c1a83fb2ad5
3250,Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,e0dbcb64678ce4b0
3251,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,9b7e6549e6f6c690
3252,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62,70eb7b157e047e56
3253,Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62,ad4f1fb5688e7c3d
3254,Evolve,XOne,2015,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06,0.62,39da50bfa4fd1da0
3255,Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,35078a1428d12af4
3256,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62,fc4f925950b9afb7
3257,Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,04595b807211196e
3258,Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,d3609c287b863d11
3259,Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,1f55dbe6fad1f5a1
3260,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,5b145832662e2546
3261,Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,814eeb174bdb5559
3262,FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62,bd3a26323e06d340
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,6a9fd0b47832db13
3264,Wipeout: The Game,DS,2010,Misc,Activision,0.58,0.0,0.0,0.04,0.62,086e54b0bbbb9173
3265,Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62,17291e0a5618995a
3266,SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.57,0.01,0.0,0.04,0.62,4f64b3a1a849f573
3267,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62,f5df6e08e2ef7864
3268,Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,7e4d4fe775e4c722
3269,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62,82e496ec4a0b1c39
3270,WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,0.25,0.23,0.0,0.14,0.62,1d634bb30e243dac
3271,Bass Landing,PS,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,cd481e254d44e7e1
3272,XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,7086981f3a39ea15
3273,Mario's Picross,GB,1995,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62,67ef872e61bc0987
3274,Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,a9f5567a21d828b4
3275,Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.34,0.17,0.0,0.11,0.62,6a6d241b6aed4169
3276,Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0,0.62,6a05a83913d88f95
3277,Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62,b744662aa809fb5d
3278,Wall-E,X360,2008,Platform,THQ,0.29,0.26,0.0,0.07,0.62,e858823a95eb3988
3279,Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,a1932c31fcc23d12
3280,Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,099825312bd2f6d6
3281,Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62,4d6fd0d6e322e039
3282,NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,39954ba31c0990cf
3283,Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,369a06d2facc4d5c
3284,Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,2c396f40e7d89c82
3285,Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,1e72383f868cb909
3286,NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,282fb11e1bbe1b05
3287,SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,d26f02333e6cca6f
3288,NHL 16,PS4,2015,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61,b435e2dc091d4392
3289,Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61,fffafa434d892821
3290,NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,29fb41dbdccca308
3291,Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,a6858d06b9db6890
3292,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61,b978d51b590c027a
3293,Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61,0721211ee2e86a49
3294,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005,Misc,THQ,0.44,0.16,0.0,0.01,0.61,32bec077ac6e8a1f
3295,Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,e80c37e6214dc1da
3296,Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,0.44,0.16,0.0,0.01,0.61,9f18487576fc6e29
3297,New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61,7b57ce74652a7bd8
3298,Tony Hawk: RIDE,X360,2009,Sports,Activision,0.46,0.1,0.0,0.05,0.61,e744eb4fcca7936a
3299,Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.33,0.23,0.0,0.05,0.61,122bdc6fe7b98f70
3300,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.04,0.61,f48b11b695c1f6c7
3301,Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,286e2786af66cadc
3302,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,e206c0d8214cae47
3303,Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.58,0.0,0.0,0.03,0.61,a32ea6ad10838e6f
3304,Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61,6230281e6d2bf9dc
3305,pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,1ac5243902b7ead1
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61,3139d85eef1def75
3307,Small Soldiers,PS,1998,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61,9e96539deb405d14
3308,Yakuza: Dead Souls,PS3,2011,Shooter,Sega,0.09,0.07,0.42,0.03,0.61,24ee49bed59ec5b8
3309,Littlest Pet Shop: Garden,DS,2008,Simulation,Electronic Arts,0.31,0.24,0.0,0.06,0.61,efd372e5d23e56d4
3310,Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,6c8afd9afd0cd614
3311,Duke Nukem: Total Meltdown,PS,1997,Shooter,GT Interactive,0.34,0.23,0.0,0.04,0.61,f89770c4d9a1c4a1
3312,Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61,fa603907334e4894
3313,Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,ca8374d6744ee637
3314,Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,b90050738a0f3a65
3315,SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61,95efdc1a64912984
3316,Major League Baseball 2K9,X360,2009,Sports,Spike,0.56,0.0,0.0,0.05,0.61,e743e9436306902d
3317,Petz: Dogz Pack,DS,2008,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61,69c042b1e0875501
3318,Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61,e4352d01da839c50
3319,Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,7c780eb68eb39997
3320,Madden NFL 2003,GBA,2002,Sports,Electronic Arts,0.44,0.16,0.0,0.01,0.61,7cdbe4c3e959afdf
3321,Tomb Raider Chronicles,PS,1999,Action,Eidos Interactive,0.34,0.23,0.0,0.04,0.61,126f31e60e141a78
3322,Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,34025ea6a62a0446
3323,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.0,0.01,0.61,caaca75a6806da14
3324,Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61,5ab6e7969f05d71e
3325,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0.0,0.06,0.61,0eee5b429469b029
3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61,dc294c9a03b82231
3327,Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0.0,0.01,0.61,9b8be461a640145a
3328,Madden NFL 2000,N64,1999,Sports,Electronic Arts,0.58,0.02,0.0,0.0,0.61,204fc536a7a9f1c3
3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.51,0.05,0.0,0.05,0.61,9b9fcb025e018ee4
3330,Game & Watch Gallery 4,GBA,2002,Misc,Nintendo,0.43,0.16,0.0,0.01,0.61,862de6e423fbdd34
3331,Littlest Pet Shop: Jungle,DS,2008,Simulation,Electronic Arts,0.34,0.2,0.0,0.06,0.61,2d1747ffc49b7eba
3332,Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,98578017ff0c6d7a
3333,Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.24,0.0,0.06,0.61,f03cd65185d46233
3334,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.61,7e5fe0babe60a9af
3335,New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6,641a2270756a339f
3336,Tony Hawk's Underground,GBA,2003,Sports,Activision,0.43,0.16,0.0,0.01,0.6,1b5950ed0f8445a2
3337,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6,c6905e9164f4f4d4
3338,Monster Trucks,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,7cfbb26e89924fc7
3339,Shadow The Hedgehog,PS2,2005,Platform,Sega,0.5,0.02,0.0,0.08,0.6,0cf1a04563416f12
3340,Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,fb3a17e939d8ef04
3341,Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,f30f67f7ee7abd8e
3342,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,bd647ee2fa4274b7
3343,MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0.0,0.0,0.6,0.0,0.6,d0b486e94c92ac73
3344,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6,d05a0473d5bdcb24
3345,NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,7bf8943149b0c669
3346,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.36,0.19,0.0,0.05,0.6,9db0a75b90ab4364
3347,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,754d464900e01a9e
3348,The Golden Compass,Wii,,Action,Sega,0.26,0.28,0.0,0.07,0.6,3c15878eadb6c264
3349,WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6,28b491815349e895
3350,Tony Hawk: RIDE,PS3,2009,Sports,Activision,0.38,0.15,0.0,0.08,0.6,e744eb4fcca7936a
3351,LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6,8c44c1bd927afc3d
3352,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6,f4b70c9e910ce4c2
3353,LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.37,0.0,0.1,0.6,45ef43e53ad6a00b
3354,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,c9c608be0bbcc999
3355,Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,6b4e5751b8da7c4f
3356,Rayman Arena,PS2,2001,Racing,Ubisoft,0.29,0.23,0.0,0.08,0.6,4984ff325a743177
3357,Avatar: The Game,PSP,2009,Action,Ubisoft,0.22,0.24,0.0,0.14,0.6,fc628639e6eb6c66
3358,Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0.0,0.08,0.6,e137b62aac9b452d
3359,Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6,d946dc9fcfdaaa34
3360,Half-Life,PS2,2001,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6,887285628de89eeb
3361,Tomb Raider (2013),XOne,2014,Action,Square Enix,0.34,0.21,0.0,0.05,0.6,7878199b717588fb
3362,Mickey's Speedway USA,N64,2000,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6,0d5e1c31db635e0d
3363,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,aac01c8c47ece3ed
3364,Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.4,0.15,0.0,0.06,0.6,30c63288bc1a8100
3365,NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.29,0.23,0.0,0.08,0.6,a7056ac9b97eceff
3366,Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.32,0.23,0.0,0.04,0.6,01471d67ac9205be
3367,From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6,6ecaee1a56669121
3368,BeatMania Append 3rdMix,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.6,2a49277fbb4954da
3369,PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6,7da0e8cdc349d9b1
3370,XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6,b48188175f88988a
3371,Blur,X360,2010,Racing,Activision,0.25,0.28,0.0,0.06,0.6,999b395144dc80dd
3372,Xena: Warrior Princess,PS,1998,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,0.6,f593de2a913648d4
3373,Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.55,0.01,0.0,0.04,0.6,53430f54441e86dc
3374,Front Mission,SNES,1995,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6,5ee47633bee2b0c2
3375,NHL 11,PS3,2010,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,7e95677f70dcb6f3
3376,Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.16,0.0,0.05,0.6,e77731d6f979c8f8
3377,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6,f68da16dd752be3f
3378,Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.26,0.24,0.0,0.1,0.6,dfc2a1dab5903ec4
3379,Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0.0,0.08,0.6,dee739d0fbe55336
3380,Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6,d16a66f0c8d13711
3381,The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.22,0.0,0.09,0.6,06684f181f15225d
3382,Dai-2-Ji Super Robot Taisen α,PS2,2003,Strategy,Banpresto,0.0,0.0,0.6,0.0,0.6,0458fed1e1b70b44
3383,Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.6,8d6a0e1421df66a9
3384,Dead Space,PC,2008,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59,e90cfe3370ef52c8
3385,Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0.0,0.08,0.59,aa753f3978847590
3386,Rayman Origins,PSV,2012,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59,3c31ea2e77262249
3387,London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.07,0.46,0.0,0.07,0.59,467af2c311d3c66b
3388,Beijing 2008,X360,2008,Sports,Sega,0.15,0.38,0.0,0.07,0.59,e1c4823a53090df6
3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59,a1885c31d8d3b6c8
3390,Jeopardy!,Wii,2010,Misc,THQ,0.56,0.0,0.0,0.03,0.59,585b515f6bd64660
3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.59,e2641fb958556dbf
3392,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,18b770a4ca0a12e9
3393,CyberTiger,PS,1998,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59,bac61ec6adc1df45
3394,Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,396ebd12895b5272
3395,Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,1f1b1f4272b832eb
3396,Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59,2bf826724c1b0596
3397,Iron Man,Wii,2008,Action,Sega,0.31,0.22,0.0,0.06,0.59,bab247ca04b10dce
3398,Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59,4c363a11da6fc060
